ref_id,work_id,ref_index,ref_title,ref_authors,ref_year,ref_doi,ref_type,ref_script,ref_lang_cld3,ref_quality
63_a1,63,1,Robust locally weighted regression and smooting scatterplots,Cleveland,1979,NA,article-journal,Latin,en,anystyle
63_a2,63,2,Aviating among the hapax legomena: Morphological grammaticalisation in current British newspaper English,Renouf; Baayen,1998,NA,chapter,Latin,NA,anystyle
64_a1,64,1,Disraeli,Blake,1978,NA,book,Latin,NA,anystyle
64_a2,64,2,Analisi Multidimensionale dei dati. Carocci Editore,Bolasco,1999,NA,NA,Latin,it,anystyle
64_a3,64,3,L'individuazione di forme testuali per lo studio statistico dei testi con tecniche di analisi multidimensionale,Bolasco,1994 1994,NA,chapter,Latin,it,anystyle
64_a4,64,4,Criteri di lemmatizzazione per l'individuazione di coordinate semantiche,Bolasco,1995,NA,chapter,Latin,NA,anystyle
64_a5,64,5,L'analisi informatica dei testi,Bolasco,1997,NA,chapter,Latin,it,anystyle
64_a6,64,6,Selected speeches of the Late Earl of Beaconsfield,Kebbel,1882,NA,NA,Latin,en,anystyle
64_a7,64,7,The analysis of Literary Style-A review,Holmes,1985,NA,article-journal,Latin,en,anystyle
64_a8,64,8,Le vocabulaire de François Mitterand,Labbé,1990,NA,book,Latin,fr,anystyle
64_a9,64,9,La structure du vocabulaire de Général De Gaulle,Labbé; Hubert,NA,NA,chapter,Latin,fr,anystyle
64_a10,64,10,Analisi dei dati testuali: applicazione al discorso politico,Lebart; Memmi,1984,NA,chapter,Latin,it,anystyle
64_a11,64,11,Statistique Textuelle,Lebart; Salem,1994,NA,book,Latin,fr,anystyle
64_a12,64,12,Exploring textual data,Lebart; Salem,1998,NA,book,Latin,su,anystyle
64_a13,64,13,Pragmatics. Cambridge Textbooks in Linguistic,Levinson,1995,NA,book,Latin,la,anystyle
64_a14,64,14,The life of Benjamin Disraeli Earl of Beaconsfield,Buckle,1910,NA,NA,Latin,NA,anystyle
64_a15,64,15,Statistics for Corpus Linguistics,Oakes,1998,NA,book,Latin,la,anystyle
64_a16,64,16,"Corpus, Concordance, Collocation",Sinclair,1991,NA,book,Latin,NA,anystyle
64_a17,64,17,Disraeli. A brief life,Smith,1996,NA,book,Latin,NA,anystyle
64_a18,64,18,How variable may a constant be? Measures of Lexical Richness in Perspective,Tweedie; Baayen,1998,NA,article-journal,Latin,en,anystyle
64_a19,64,19,The Letters of Disraeli to Lady Bradford and Lady Chesterfield,NA,1929,NA,NA,Latin,en,anystyle
65_a1,65,1,The Dialogic Imagination,Bakhtin,1981,NA,book,Latin,NA,anystyle
65_a2,65,2,Speech Genres and other late essays,Bakhtin,1986,NA,book,Latin,en,anystyle
65_a3,65,3,Computation into Criticism: a study of Jane Austen and an experiment in method,Burrows,1987,NA,book,Latin,en,anystyle
65_a4,65,4,"Anna Boleyn and the authenticity of Fielding's feminine narratives""",Burrows; Hassall,1988 1988,NA,article-journal,Latin,NA,anystyle
65_a5,65,5,"Attribution Tests and the Editing of Seventeenth-Century Poetry""",Burrows; Love,1999 1999,NA,article-journal,Latin,en,anystyle
65_a6,65,6,"Whodunit?: Literary Forensics and the Crime Writing of James Skip Borlese and Mary Fortune""",Burrows; Sussex,1997 1997,NA,article-journal,Latin,en,anystyle
65_a7,65,7,"Style""",Burrows,1997,NA,NA,Latin,NA,anystyle
65_a8,65,8,Samuel Beckett and the meaning of being: a study in ontological parable,Butler,1984,NA,book,Latin,en,anystyle
65_a9,65,9,"Authorial Styles and the Frequencies of Very Common Words: Jonson, Shakespeare, and the Additions to The Spanish Tragedy""",Craig,1992 1992,NA,article-journal,Latin,en,anystyle
65_a10,65,10,"Authorial Atrribution and Computational Stylistics: If you can tell authors apart, have you learned anything about them?""",Craig,1999 1999,NA,article-journal,Latin,en,anystyle
65_a11,65,11,"The Evolution of Stylometry in Humanities Scholarship""",Holmes,1998 1998,NA,article-journal,Latin,en,anystyle
65_a12,65,12,The Federalist revisited: New Directions in Authorship Attribution,Holmes; Forsyth,1995 1995,NA,article-journal,Latin,en,anystyle
65_a13,65,13,"Translation and Original. Similarities and Dissimilarities I""",Leuven-Zwart,1989 1989,NA,article-journal,Latin,NA,anystyle
65_a14,65,14,"Van (1990).""Translation and Original. Similarities and Dissimilarities II""",Leuven-Zwart,1990,NA,article-journal,Latin,id,anystyle
65_a15,65,15,"What is humanities computing? Toward a definition of the field""",McCarty,NA,NA,NA,Latin,en,anystyle
65_a16,65,16,"Peering through the Skylight: towards an electronic edition of Ovid's Metamorphoses""",McCarty,1996,NA,paper-conference,Latin,en,anystyle
65_a17,65,17,Intertextuality and Joyce's 'Oxen of the Sun' episode in Ulysses: the relation between literary and computational evidence,McKenna; Antonia,1994 1994,NA,article-journal,Latin,en,anystyle
65_a18,65,18,"'A Few Simple Words' of Interior Monologue in Ulysses: Reconfiguring the Evidence""",McKenna,1996 1996,NA,article-journal,Latin,en,anystyle
65_a19,65,19,"Beckett's Molloy: computational stylistics and the meaning of translation""",McKenna; Burrows; Antonia,1999,NA,chapter,Latin,en,anystyle
65_a20,65,20,"A cross-linguistic study of stream-of-consciousness techniques""",Opas; Kujamaki,1995 1995,NA,article-journal,Latin,en,anystyle
65_a21,65,21,"Attribution by statistics: a critique of four recent studies""",Smith,1990 1990,NA,article-journal,Latin,en,anystyle
65_a22,65,22,After Babel,Steiner,1975,NA,NA,Latin,da,anystyle
65_a23,65,23,"How variable may a constant be? Measures of lexical richness in perspective""",Tweedie; Baayen,1998 1998,NA,article-journal,Latin,en,anystyle
67_a1,67,1,Visual Thinking,Arnheim,1969,NA,NA,Latin,fil,anystyle
67_a2,67,2,"Vision, Graphic Design, and Visual Display",Baecker,1995,NA,chapter,Latin,NA,anystyle
67_a3,67,3,"Semiology of Graphics: Diagrams, Networks, Maps",Bertin,1983,NA,NA,Latin,en,anystyle
67_a4,67,4,Trajan's Column,Lepper; Frere,1988,NA,NA,Latin,NA,anystyle
67_a5,67,5,Graphic Design for Electronic Documents and User Interfaces,Marcus,1991,NA,NA,Latin,en,anystyle
67_a6,67,6,The Reconfigured Eye: Visual Truth in the Post-Photographic Era,Mitchell,1992,NA,NA,Latin,en,anystyle
67_a7,67,7,La Colonna Traiana,Monti,1980,NA,NA,Latin,it,anystyle
67_a8,67,8,La ColonnaTraiana,Settis,1988,NA,NA,Latin,NA,anystyle
67_a9,67,9,"Prelimary Study of the Carving Techniques on the Column of Trajan""",Rockwell,1985,NA,article-journal,Latin,en,anystyle
67_a10,67,10,The Art of Stoneworking: a Reference Guide,Rockwell,1993,NA,NA,Latin,en,anystyle
67_a11,67,11,The Visual Display of Quantitative Information,Tufte,1983,NA,NA,Latin,NA,anystyle
67_a12,67,12,Envisioning Information,Tufte,1990,NA,NA,Latin,NA,anystyle
69_a1,69,1,"Thomas (forthcoming, 2000): Digitalisierung des Deutschen Woerterbuchs von Jacob und Wilhelm Grimm",Christmann,NA,NA,NA,Latin,de,anystyle
70_a1,70,1,Russian Language Processor RUSSICON: Design and Applications,Belyaev; Surcis; Yablonsky,1993,NA,paper-conference,Latin,NA,anystyle
70_a2,70,2,Corpus Linguistics,McEnery; Wilson,1996,NA,book,Latin,la,anystyle
70_a3,70,3,Survey of the State of Art in Human Language Technology,Varile; Zampolli,1996,NA,book,Latin,en,anystyle
70_a4,70,4,Russicon Slavonic Language Resources and Software,Yablonsky,1998,NA,paper-conference,Latin,en,anystyle
70_a5,70,5,Russian Written Language Corpora Development,Yablonsky,1999,NA,paper-conference,Latin,NA,anystyle
70_a6,70,6,Russian 20th Century Literature Digital Library for Language Teaching,Yablonsky,1999 1999,NA,paper-conference,Latin,en,anystyle
71_a1,71,1,Towards a Minimal Standard for Dialogue Transcripts: A New SGML Architecture for the HCRC Map Task Corpus,Isard,1998,NA,paper-conference,Latin,en,anystyle
71_a2,71,2,MATE Deliverable D3.1: Specification of Coding Workbench <http://www.cogsci.ed.ac.uk/~amyi/mate/report.html>,NA,NA,NA,NA,Latin,en,anystyle
71_a3,71,3,Enhancing Reusability of Speech Corpora by Hyperlinked Query Output,Mengel; Heid,1999 1999-09,NA,article-journal,Latin,NA,anystyle
76_a1,76,1,Retrieval Techniques,Belkin; Bruce Croft,1987,NA,article-journal,Latin,fr,anystyle
76_a2,76,2,Document Similarity and Structure: Using Bibliometric Methods and Index Terms As Approaches to Improving Information Retrieval Performance,Hasibuan,1995,NA,thesis,Latin,en,anystyle
76_a3,76,3,Descriptor and Citation Retrieval in the Medical Behavioral Sciences Literature: Retrieval Overlaps and Novelty,McCain,1989,NA,article-journal,Latin,NA,anystyle
76_a4,76,4,Retrieval Effectiveness by Semantic and Citation Searching,Pao; Worthen,1989,NA,article-journal,Latin,en,anystyle
76_a5,76,5,"Automatic Text Processing: The Transformation, Analysis and Retrieval of Information by Computer",Salton,1989,NA,book,Latin,en,anystyle
76_a6,76,6,Information Retrieval,Rijsbergen,1979,NA,NA,Latin,sk,anystyle
78_a1,78,1,"Corpus linguistics"" or ""Computer-aided armchair linguistics""",Fillmore,1992,NA,chapter,Latin,NA,anystyle
78_a2,78,2,Parallel Corpora,NA,NA,NA,NA,Latin,NA,anystyle
78_a3,78,3,"The corpus of the future, and the future of the corpus",Rundell,1998,NA,NA,Latin,en,anystyle
78_a4,78,4,Corpus linguistics comes of age. Directions in corpus linguistics,Svartvik,1992,NA,NA,Latin,NA,anystyle
79_a1,79,1,comparative evaluation of display technologies for reading,Gujar; Fishkin,1998 1998,NA,paper-conference,Latin,en,anystyle
79_a2,79,2,"An Object Oriented Approach to Hypermedia Authoring, Interactive Multimedia Learning Environments: Human Factors and Technical Considerations on Design Issues",Barker,1999,NA,book,Latin,en,anystyle
79_a3,79,3,Electronic Libraries of the Future,Barker,1999,NA,article-journal,Latin,en,anystyle
79_a4,79,4,The role of digital libraries in future educational systems,Barker,1998,NA,paper-conference,Latin,en,anystyle
79_a5,79,5,A comparison of display technologies suitable for e-book,Doane,1998,NA,NA,Latin,en,anystyle
79_a6,79,6,E-books : A library on your lap,Judge,1998 1998-11-05,NA,article-journal,Latin,en,anystyle
79_a7,79,7,The Visual Book System: A Study of the Use of Visual Rhetoric in the Design of Electronic Books,Landoni,1997,NA,thesis,Latin,en,anystyle
79_a8,79,8,An Exploratory Study of How Pre-Kindergarten Children Use the Interactive Multimedia Technology: Applications for Multimedia Software Design,Liu,1996,NA,article-journal,Latin,en,anystyle
79_a9,79,9,Electronic books - A bad idea,Nielsen,1998 July,NA,NA,Latin,sm,anystyle
79_a10,79,10,Electronic Books : A Study of Potential Features and Their Perceived Value,Wearden,1998,NA,NA,Latin,en,anystyle
79_a11,79,11,Lanscape vs. Portrait Formats : Assessing Consumer Preferences,Wearden,1998,NA,NA,Latin,NA,anystyle
92_a1,92,1,COMLEX Syntax: A Large Syntactic Dictionary for Natural Language Processing. Computers and the Humanities (CHUM,Macleod; Grishman; Meyers,1997/1998,NA,book,Latin,en,anystyle
92_a2,92,2,Using NOMLEX to Produce Nominalization Patterns for Information Extraction,Meyers; Macleod; Yangarber; Grishman; L.; Reeves,1998,NA,paper-conference,Latin,en,anystyle
93_a1,93,1,Part of Speech Assignment by a Statistical Algorithm,Bahl; Mercer,1976 1976-06,NA,paper-conference,Latin,en,anystyle
93_a2,93,2,Statistical Language Learning,Charniak,1993,NA,book,Latin,NA,anystyle
93_a3,93,3,Computer-Compatible Stenograph Theory,Glassbrenner; Sonntag,1986,NA,book,Latin,en,anystyle
93_a4,93,4,Yueyu Pinyin Zibiao (Cantonese Jyutping Transliteration Word List,Hong Kong,1997,NA,book,Latin,NA,anystyle
93_a5,93,5,Diannao Fuzhu Yueyu Suji Fangan,Lun; Sin; T'sou; Cheng,1997,NA,paper-conference,Latin,zh-Latn,anystyle
93_a6,93,6,A Tutorial on Hidden Markov Models and Selected Applications in Speech Recognition,Rabiner,1990,NA,paper-conference,Latin,en,anystyle
93_a7,93,7,Hong Kong Courtroom Language,Sin; T'sou,1994,NA,paper-conference,Latin,NA,anystyle
93_a8,93,8,Some Issues on Law and Language in the Hong Kong Special Administrative Region (HKSAR) of China,T'sou,1993,NA,paper-conference,Latin,en,anystyle
93_a9,93,9,Error Bounds for Convolution Codes and an Asymptotically Optimal Decoding Algorithm,Viterbi,1967,NA,article-journal,Latin,NA,anystyle
93_a10,93,10,Readings in Speech Recognition,NA,1990,NA,book,Latin,en,anystyle
94_a1,94,1,The Berkeley FrameNet Project,Baker; Fillmore; Lowe,1998 1998,NA,paper-conference,Latin,fy,anystyle
94_a2,94,2,Frame Semantics,Fillmore,1982,NA,chapter,Latin,NA,anystyle
94_a3,94,3,Metaphtonymy: The Interaction of Metaphor and Metonymy in Figurative Expressions for Linguistic Action,Goossens,1995,NA,chapter,Latin,en,anystyle
94_a4,94,4,Metaphors We Live By,Lakoff; Johnson,1980,NA,book,Latin,NA,anystyle
94_a5,94,5,Making Sense of Corpus Data: A Case Study of Verbs of Sound,Levin; Song; Atkins,1997,NA,article-journal,Latin,en,anystyle
94_a6,94,6,Language and Perception,Miller; Johnson-Laird,1976,NA,book,Latin,NA,anystyle
95_a1,95,1,Stylometry,Delcourt,1994,NA,chapter,Latin,NA,anystyle
95_a2,95,2,And Then There Were None: Winnowing the Shakespeare Claimants,Elliott; Valenza,1996,NA,article-journal,Latin,en,anystyle
95_a3,95,3,The Analysis of Literary Style - A Review,Holmes,1985,NA,article-journal,Latin,en,anystyle
95_a4,95,4,"Applied Bayesian And Classical Inference: The Case Of The ""Federalist Papers",Mosteller; Wallace,1984,NA,book,Latin,en,anystyle
95_a5,95,5,The State of Authorship Attribution Studies: Some Problems and Solutions,Rudman,1998,NA,article-journal,Latin,en,anystyle
96_a1,96,1,"Ob afonskoj redakcii slavjanskogo perevoda psaltyri v ee otnoshenii k drugim redakcijam, V: Jazyk i pismennost' srednebolgarskogo perioda",Cesko,1982,NA,article-journal,Latin,ru-Latn,anystyle
96_a2,96,2,Kym vyprosa za Kirilo-Metodievskija starobylgarski prevod na Psaltira,Karaèorova,1989,NA,article-journal,Latin,NA,anystyle
96_a3,96,3,Gramatika na starobalgarskija ezik,NA,1993 1993,NA,article-journal,Latin,NA,anystyle
100_a1,100,1,"Nuovi orientamenti nella didattica dell'italiano come L2""",Ambroso,1999,NA,paper-conference,Latin,it,anystyle
100_a2,100,2,"and Techniques of Adaptive Hypermedia""",Brusilovsky,1996 1996,NA,article-journal,Latin,en,anystyle
100_a3,100,3,"Business Italian via a Proficiency-Adapted CALL System""",Calvi,1999,NA,NA,Latin,en,anystyle
100_a4,100,4,"A Proficiency-Adapted Framework for Information Browsing and Filtering in Educational Hypermedia Systems""",Calvi; Bra,1997,NA,article-journal,Latin,en,anystyle
100_a5,100,5,Human-Computer Interaction,Dix; Finlay; Abowd; Beale,1993,NA,book,Latin,fil,anystyle
100_a6,100,6,Hypertext 2.0. The Convergence of Contemporary Critical Theory and Technology,Landow,1997,NA,book,Latin,en,anystyle
100_a7,100,7,"What Cognitive Science Tells us About the Use of New Technologies"" Languages for Specific Purposes and Academic Purposes--Integrating Theory into Practice"" Teaching Culture in a multi-linear Environment Human-Computer Interaction",Perrin; C,1998 1998-03-06 1990,NA,paper-conference,Latin,en,anystyle
100_a8,100,8,"Hyperlectures - Teaching on Demand""",Ulvund,1997 May 2-3 1997 June 30 - July 3 1997,NA,paper-conference,Latin,lb,anystyle
101_a1,101,1,Agreement between operator-assisted and fully automated scoring of emotional tone levels. Poster session submitted for the annual convention of the Canadian Psychological Association,Anderson,2000 June,NA,NA,Latin,en,anystyle
101_a2,101,2,Connotation of emotional tone in French and English words and stories,Anderson; McMaster,1992 June,NA,chapter,Latin,en,anystyle
101_a3,101,3,Pantextual indices of emotional tone,Anderson; McMaster,1993,NA,chapter,Latin,su,anystyle
101_a4,101,4,Computer assisted enhancement of emotional tone accuracy in translated narrative,Anderson; McMaster; Mitchell,1987,NA,article-journal,Latin,en,anystyle
101_a5,101,5,"Saint/Oedipus, Psychocritical Approaches to Flaubert's Art",Berg; Moskos; Grimaud,1982,NA,book,Latin,NA,anystyle
101_a6,101,6,"La L�gende de Saint Julien L'Hospitalier"" from Trois Contes",Flaubert,1890,NA,article-journal,Latin,fr,anystyle
101_a7,101,7,Subsets and homogeneity: Authorship attribution in the Scriptores Historiae Augustae,Gurney; Gurney,1998,NA,article-journal,Latin,en,anystyle
101_a8,101,8,Semantic differential profiles for 1000 most frequent English words,Heise,1965,NA,article-journal,Latin,en,anystyle
101_a9,101,9,Valeur affective de 904 mots de la langue Fran�aise,Messina; Morais; Contraine,1989,NA,article-journal,Latin,fr,anystyle
101_a10,101,10,AltaVista Connections Translation with SYSTRAN,Software,1999,NA,NA,Latin,NA,anystyle
101_a11,101,11,Abstractness and emotionality values for 398 French words,Vikis-Freibergs,1976,NA,article-journal,Latin,en,anystyle
105_a1,105,1,MALVINE — A Future Gateway to Manuscripts on the Internet,Lieder,1999,NA,article-journal,Latin,NA,anystyle
105_a2,105,2,Some Notes on Letter Editions: With Special Reference to German Writers,Scheibe,1988,NA,article-journal,Latin,en,anystyle
105_a3,105,3,Ruling the Screen: compromising decisions and decisive compromises,Vanhoutte,1999 1999-09-14,NA,chapter,Latin,en,anystyle
106_a1,106,1,Vers un standard europeen de description des manuscrits: le project Master,Robinson; Burnard; Lalou,NA,NA,chapter,Latin,NA,anystyle
106_a2,106,2,Guidelines for Electronic Text,Sperberg-McQueen; Burnard,NA,NA,NA,Latin,en,anystyle
106_a3,106,3,Encoding and Interchange,NA,NA,NA,book,Latin,NA,anystyle
108_a1,108,1,Visual access to visual images: The UC Berkeley image experience with electronic databases project,Besser,1990,NA,article-journal,Latin,en,anystyle
108_a2,108,2,Imaging: Fine arts,Besser,1991,NA,article-journal,Latin,NA,anystyle
108_a3,108,3,A guide to image processing and picture management,Cawkell,1994,NA,book,Latin,en,anystyle
108_a4,108,4,Principles of pictorial information systems design,Chang,1989,NA,book,Latin,en,anystyle
108_a5,108,5,Visual information retrieval from large distributed online repositories,Chang; Smith; Beigi; Benitez,1997,NA,article-journal,Latin,en,anystyle
108_a6,108,6,Intellectual access to images,Chen; Rasmussen,1999,NA,article-journal,Latin,en,anystyle
108_a7,108,7,Progress in documentation pictorial information retrieval,Enser,1995,NA,article-journal,Latin,NA,anystyle
108_a8,108,8,Analysis of visual information retrieval queries. Report on Project G16412 to the British Library Research and Development Department,Enser; McGregor,1992,NA,book,Latin,en,anystyle
108_a9,108,9,Efficient and effective querying by image content,Faloutsos; Barber; Flickner; Hafner; Niblack; Petkovic; Equitz,1994,NA,article-journal,Latin,en,anystyle
108_a10,108,10,The image retrieval task: Implications for the design and evaluation of image databases,Fidel,1997,NA,article-journal,Latin,en,anystyle
108_a11,108,11,The art of search: A study of art directors,Garber; Grunes,1992,NA,chapter,Latin,en,anystyle
